Brand,Name,Product,Review,Grade
MAYBELLINE,IRIDESCENT (100),Highlighter,"a pale pink with subtle, cool undertones and a frosted shimmer. It had medium, buildable coverage in a single layer, which could also be spread and thinned out for sheerer coverage.",B
BITE BEAUTY,NEARLY NEON PEACH,Lipstick,"a brighter, peachy coral with warm undertones and a satin finish. The pigmentation was fantastic–opaque as described–and applied fairly evenly, though it seemed to emphasize the texture of my lips a bit more than other shades as there was very slight color in my lip lines. The texture was lightweight, slightly firmer in the tube, but it didn’t tug or drag on the lips. It wore well for five hours and was lightly hydrating while worn.",A-
BITE BEAUTY,NEARLY NEON ORANGE,Lipstick,"a bright, medium orange with warm, red undertones and a satin finish. The texture was creamy without being slippery, slightly thicker than the average shade in the formula but not heavy, and sat evenly on the lips. It had intense, opaque color payoff in a single stroke, and the lipstick applied evenly and never tugged during application. This shade lasted well for five and a half hours and was hydrating over time.",A
NARS,STARWOMAN,Lipstick,"a medium-dark red with neutral-to-cool undertones and a mostly matte finish. It was richly pigmented and had a very fluid, smooth consistency that was easy to spread across the lips for even, opaque coverage in a single layer. It took awhile to dry down; it was mostly dry within a few minutes, but there were small areas that took almost an hour to disappear. It wore well for six hours and was non-drying.",A
NARS,JUST PUSH PLAY,Lipstick,"a medium-dark, reddened copper with warm undertones and a mostly matte finish. The liquid lipstick had opaque pigmentation that drenched the lips in a single layer (I think one pull of product was more than sufficient to cover the lips). The texture was lightweight, comfortable to apply and to wear, and fluid enough that I did have to be careful along the edges to avoid going too far outside my natural line. It wore well for five and a half hours and was neither drying nor hydrating.",A
NARS,UNDER MY THUMB,Lipstick,"a deep, reddish plum with subtle, cool undertones and a matte finish. The color payoff was fantastic, while the texture was smooth, lightweight, and fluid on the lips, which made it a cinch to spread the color across the lips for even coverage. Though it has a dry down like a typical liquid lipstick might have, there was a faint tackiness that remained present for most of the wear. It lasted for six hours on me and was non-drying.",A
TARTE,DAYGLEAM,Highlighter,"a light-medium copper with warm, rosy undertones and a metallic sheen. It had rich, opaque pigmentation in a single layer, though the texture was forgiving and a lighter hand (or less dense brush) could be used to achieve sheerer coverage if desired.",A
JOUER,BEVERLY,Lipgloss,"a bright, medium fuchsia pink with cool, blue undertones and a cream finish. The pigmentation was nearly opaque, which applied evenly and did not show streaking, but there was a bit of color that had gathered in my deeper lip lines. It had a smooth, creamy consistency that was comfortable and hydrating to wear but remained non-sticky and not overly slippery on the lips. The lipgloss stayed on well for four and a half hours on me.",B+
JOUER,BOND,Lipgloss,"a deep red with cool undertones and a cream finish. It had semi-opaque color payoff that covered the lips with even coverage and minimal color that settled into my lip lines (less than the majority of the shades in the range). The texture was lightweight, smooth and a bit creamy, and non-sticky. It wore well for five hours on me and was lightly hydrating.",A-
JOUER,BROADWAY,Lipgloss,"a medium-dark bronze with warm, red undertones and fine copper pearl. It had nearly opaque pigmentation that spread easily across the lips and yielded even application. There was a touch of color that settled into my deeper lip line noticeably but was less noticeable everywhere else. The gloss was lightweight, creamy, and hydrating over the four hours it lasted for.",B+
NYX,BUZZKILL,Lipstick,"a bright, medium-dark fuchsia with cool undertones and flecks of sparkle over a satin sheen. It had semi-opaque pigmentation that applied fairly evenly, and the thin, moussy texture made it easy to spread the product across the lips without the color pulling into lip lines. It wasn’t particularly metallic, though. This shade wore well for six and a half hours and was lightly drying.",A-
NYX,PURE SOCIETY,Lipstick,"a deep plum with subtle, warm undertones and a metallic sheen. It had good color payoff, though it was not opaque in a single layer. The liquid lipstick had a thin, mousse-like consistency that was airy and spreadable without being watery or overly fluid. It was easy to work with, but the dry down did seem to emphasize the texture of my lips slightly. This shade stayed on well for six hours and was lightly drying after five hours of wear.",A-
NYX,ACME,Lipstick,"a rich, pinky-red with subtle, cool undertones and a metallic sheen. It had rich, opaque pigmentation that covered the lips with even, smooth coverage. The consistency was lightweight, thin but not watery as it had more of a mousse feel. The color stayed on well for six hours and was lightly drying after four hours of wear.",A
BOBBI BROWN,PEACE,Palette,"a light aqua, silvery green, and pale blue. There are two Sparkle eyeshadows (first and third) and one Shimmer Wash eyeshadow (second). The Sparkle Eye Shadow finish is supposed to be a “featherweight” formula with “shimmering pearls and fine sparkle.” The Shimmer Wash Eye Shadow finish is described as a “sheer wash of shimmer.” I don’t think this trio is worth even considering unless you’re someone who loves the brand’s Sparkle formula and likes them sheerer. This trio was painful to wear – my eye was watering nonstop with how much fallout there was as soon as the products were applied. The three shades came together poorly, as they were quite light and offered no contrast and little coverage.",F
HUDA BEAUTY,MYSTICAL,Lipgloss,"a brighter, medium lavender with warmer, pink undertones and cooler, lavender sparkle. It had sheer coverage (and was supposed to have semi-sheer coverage) that applied evenly on the lips. The texture was smooth, lightweight, and forgiving on the lips as it made my lips appear smoother. This shade wore well for four hours and was lightly moisturizing over time.",B+
HUDA BEAUTY,FEARLESS,Lipgloss,"a rich, medium-dark purple with hints of warm, plummy undertones and gold pearl. It had semi-opaque pigmentation, which wasn’t the full coverage that was promised, but it applied without streaking, at least. The texture was prone to settling into lip lines slightly, though I did not notice it from a normal viewing distance. The consistency was lightweight with some tackiness but it was thinner while still being smooth and spreadable. It wore well for five hours on me and was lightly hydrating. The color was very unique, and while imperfect, ended up being one of my favorite shades.",B+
HUDA BEAUTY,MOODY,Lipgloss,"a dark purple with warm, plum undertones and fine multi-colored pearl. It had good color coverage–just shy of full coverage–that applied evenly and spread easily across the lips. The gloss had a lightweight texture that was smooth, lightly creamy, and just a bit on the tacky side. It lasted well for five hours and was lightly hydrating over time.",A
THEBALM,HOT MAMA,Blush,"a medium, pink-coral with warm undertones and a golden shimmer. It had good pigmentation–just shy of opaque–that was buildable to full coverage in two layers. The finish was spectacular as it was luminous and smooth–glowing but never emphasizing.",A+
BOBBI BROWN,LOVE,Palette,"three, warmer neutral shades in shimmery finishes. The first shade was lovely, while the middle shade had a lot of fallout during the day, and the last shade was more pigmented than described (which some may prefer).",B+
JOUER,FIFTH AVE,Lipgloss,"a muted, medium brown with warm, rosy undertones and a cream finish. It had good pigmentation, though it was still shy of full coverage in a single layer. The consistency was lightweight, smooth, and non-tacky, but it did have a tendency to sit in some of my deeper lip lines. I did not feel like the settling was noticeable from a normal viewing distance, as the coverage was even otherwise. This shade wore well for four hours and was llightly hydrating while worn.",A-
JOUER,CHAMPS-ELYSEES,Lipgloss,"Ja soft, medium coral with warm undertones and a cream finish. It had nearly opaque pigmentation, but it did not apply as evenly as it should have. The texture was almost too emollient, as it settled into my lip lines and showed a bit of streaking. It was comfortable to wear, hydrating, and lasted for four hours on me.",B+
JOUER,MADISON,Lipgloss,"a brighter, medium-dark plum with subtle, cool undertones and a cream finish. It had nearly opaque color coverage, though there was a translucency throughout so a bit of the natural lip color came through. The gloss was lightweight, creamy without being heavy, and comfortable to have on the lips as it wasn’t sticky and was lightly moisturizing. This shade wore well for four hours.",B+
URBAN DECAY,FIREBALL,Highlighter,"a medium, peachy orange with warm, reddish undertones and a fine, pink and gold sparkle. It had sheer color payoff in a single layer, which was buildable to medium coverage with three layers.",C-
NARS,BORD DE PLAGE,Palette,"four highlighters and two bronzers. If you’re familiar with spring’s Banc de Sable, then this palette might seem familiar; it has a similar formula and includes one shade from it as well (Rivage). The two bronzers–Laguna and Casino–are still available individually in the Sun Wash formula. The consistency of both the highlighters and bronzers is firmer in the pan with a smoother consistency that doesn’t kickup excess product in the pan but works better with a denser brush. The Sun Wash bronzer formula is designed to be sheerer, so they will work best for someone who wants a buildable bronzer. The highlighters can be used wet or dry with wet (well, damp) application yielding a stronger sheen and slightly more pigmented, depending on the shade. They are entirely usable dry, though, as they’re more pigmented dry than described.",B+
NARS,LOW RIDER,Lipstick,"a medium-dark pink with subtle, warm undertones and a matte finish. It had excellent pigmentation that covered the lips with smooth, even coverage. The texture was lightweight, thin but fluid (not watery), and spread easily across my lips without streaking or pulling into my lip lines. It dried down a mostly transfer-resistant finish, but if I drank anything, I did get some transfer on my glass, though there was so much pigment that it still lasted for a good five hours on me and was non-drying.",A-
NARS,GET UP STAND UP,Lipstick,"a bold, bright, pinky-red with subtle, warm undertones and a matte finish. It had rich, opaque pigmentation that applied evenly and smoothly across the lips. The consistency was very fluid and felt like there was more product on the applicator than necessary to get full coverage, but it still dried down to a mostly transfer-proof finish quickly. I never felt like it fully set, and if I drank or ate, color came off noticeably, but it did feel more flexible on. The formula lasted for six hours well and was non-drying.",A
NARS,LIGHT MY FIRE,Lipstick,"a medium, orange-red with warm undertones and a matte finish. It had nearly opaque pigmentation that applied fairly evenly, but it did not seem to go on as smoothly as other shades and emphasized the texture of my lips somewhat. The color wore well for six hours and was non-drying.",A-
CIATE,STARBURST,Highlighter,"a light gold with warm undertones and a sparkling, metallic sheen. It had a high-shine finish even with a sheerer application, though it was not truly metallic until medium or greater coverage.",B
HUDA BEAUTY,FOXY,Lipgloss,"a dark, reddish-bronze with warm undertones and a metallic sheen. It had rich, opaque coverage (as described) that applied evenly and smoothly across the lips. The gloss was lightweight, lightly tacky but very smooth and spreadable, and comfortable to wear. It wore well for five hours and was lightly hydrating.",A
HUDA BEAUTY,SAUCEY,Lipgloss,"a rich, medium-dark red with cooler pink and red pearl. It had nearly opaque color payoff, which applied evenly on the lips and did not appear streaky. The gloss spread well over the lips as the texture was thin, smooth, and lightly tacky so it stayed in place and did not slide around. This shade lasted well for five hours and was somewhat moisturizing.",A
HUDA BEAUTY,BOUJEE,Lipgloss,"a medium coral-orange with warm undertones and fine pink and gold pearl. It had semi-opaque, so it wasn’t as pigmented as described, but the color applied evenly and smoothly on the lips. The texture was lightweight with a bit of tackiness but never felt goopy or truly sticky to me. On me, the gloss wore well for four and a half hours and was lightly hydrating.",B+
MAC,AEROS BLUE,Eyeliner,"a bright, medium-dark blue with strong, cool undertones and a satin sheen. It had medium coverage in a single stroke, and it was buildable to semi-opaque coverage.",C
MAC,BIONIC BAE,Eyeliner,"a blackened blue with cool undertones and a pearly sheen. It had semi-opaque coverage in a single stroke, which did not build up that well. It seemed to get more uneven and patchy-looking as I tried to build up the color.",B-
MAC,CHROMATBABE SUPER PACK,Palette,"six eyeshadows with satin to frost finishes. It is a deeper, darker, smokier palette with a pop of bright orange and cyan blue. The palette is part of the Chromat collection, which launches today (June 29th) online and at select MAC locations. I suspect that the color combination will appeal strongly to some but will not work for all. It was decent overall, but the lighter blue was a real let down and brought down the palette as a whole.",B
DOSE OF COLORS,MELONADE,Highlighter,"a light-medium, peachy coral with warm undertones and a pearly sheen. It had semi-sheer pigmentation, which was buildable on the skin for semi-opaque coverage. The consistency was firmer but still that creamier, denser powder that required a heavier hand or denser brush to really buff and blend out the color across the skin for even coverage and diffused edges. On my skin tone, this particular shade had a tendency to disappear so it may not be as detectable in photos as I would have liked but there’s a hint of color on the apples of my cheeks. The sheen was noticeable but did not emphasize my skin’s natural texture. It wore well for eight hours on before fading slightly.",C+
CIATE,MOONDUST,Highlighter,"a soft, light pink with warm, beige undertones and a sparkling, luminous sheen. It had a moderate to intense glow, depending on how heavy the application, and fine sparkle. I didn’t feel like it read glittery on the skin, but there were larger particles that may not be in keeping with everyone’s preference.",A-
COLOUR POP,"YES, PLEASE!",Palette,"a new, limited edition palette filled with twelve shades of warm neutrals in a mix of mattes and shimmers. Almost every single shade performed well, was pigmented, long-wearing, and easy to work with (one fell a little short but wasn’t bad!). The pans were removable, and each one was 0.03 oz. (full-sized eyeshadows are 0.05 from ColourPop), which was plenty of product for a palette without feeling or looking tiny. It released a week or so ago, sold out very quickly, but it will be restocked soon–ColourPop just postponed the restock date yesterday and hasn’t announced a new date yet, but I’m sure it’ll be soon.",A-
MAC,DARE YOU,Lipstick,"a medium-dark red with subtle, warm undertones and ruby red pearl. It had semi-opaque color payoff that applied beautifully to the lips–smooth, even coverage that made lips appear softer and more supple. The texture was lightweight with light slip but still adhered well while being comfortable to wear over the five and a half hours it lasted for.",A-
MAC,LADY BUG,Lipstick,"a medium red with warm, yellow undertones and a natural sheen. It had a Lustre finish, which is the brand’s sheerer coverage finish, so the semi-sheer to medium pigmentation was no surprise. The texture was thin with moderate slip (though it took a second to warm up and start to melt on the lips) that applied without tugging. It wore well for four hours and was neither drying nor hydrating.",B+
MAC,BRAVE RED,Lipstick,"a medium-dark red with warm, yellow undertones and cream finish with very faint pearl. The consistency was lightly creamy with enough slip to give it a natural shine but it did not slide around while I wore it. It had semi-opaque color coverage that applied evenly and did not gather in my lip lines. This shade stayed on well for almost six hours, left a faint stain behind, and was lightly hydrating.",A
MAC,AUGMENTED REALITY,Lipstick,"a bright, medium-dark orange-red with warm undertones and a semi-matte finish. It had rich, opaque pigmentation that applied smoothly across the lips. The texture was velvety and smooth, so it did not tug on the lips but still yielded even coverage that adhered well to the lips. It lasted for over eight hours and was lightly drying toward the end of wear.",A
MAC,SHOCKVALUE,Lipstick,"a bright, medium blue with subtle, cool undertones and a cream finish. It had semi-opaque pigmentation that applied without streaking, but there was a lot of visible color in my lip lines. The texture was lightweight with moderate slip, which might have been why there was noticeable settling. It lasted for five hours, left a subtle stain behind, and was neither drying nor hydrating.",B
KEVYN AUCOIN,GOLD,Lipgloss,"a medium gold with warm undertones and a metallic sheen. It was a warm-toned gold for sure, but it had browner undertones, which made it less orange-based and should be more flattering across more skin tones. The gloss was light-medium in weight, lightly tacky, and smooth on the lips. It spread well across the lips, yielded nearlly opaque coverage, and lasted for four hours on me. The formula was lightly hydrating while worn.",A-
KEVYN AUCOIN,BRONZE,Lipgloss,"a rich, deep reddish bronze with warm undertones and golden and copper pearl. It had a really complex sheen as the color appeared warmer, more golden and then more fiery, coppery as I moved. It looked more interesting in person and that effect helped minimize the unevenness of the gloss itself. It had semi-opaque pigmentation that did not spread evenly across my lips, and there was color that settled into my lip lines. This shade lasted for four and a half hours and was hydrating over time.",B-
KEVYN AUCOIN,CARBON,Lipgloss,"a blackened purple with subtle, warm undertones and fine gold and violet pearl. It applied mostly evenly with good pigmentation–just shy of full coverage–that had a much subtler shimmer-sheen finish compared to the rest of the shades in the line-up. I’m not sure if it actually had less shimmer in it or the deepness of the color covered the pearl. For such a deep shade, I was impressed by how well it applied, even though it wasn’t perfect. The texture was smooth, light-medium in weight, and just a touch tacky. It wore well for four hours on me and was lightly moisturizing.",A-
MORPHE,JACLYN HILL,Palette,"35 eyeshadows with most of them living within the warm, neutral family, but there were a few pops of color as well. The eyeshadows are supposed to have “the best color payoff” and “amazing application.”",B-
NARS,SAVE THE QUEEN,Lipstick,"a medium-dark, rosy plum with subtle, cool undertones and a matte finish. It had rich color coverage that applied evenly on the lips in a single coat. The texture was lightweight, thin but not watery, and so fluid that I had to be careful about over-applying product in the corners of my lips. This shade wore really well for a solid five hours, but it started to transfer and fade as soon as I took a sip of water, so it only lasted two more hours after that. The formula felt non-drying to me.",A-
NARS,LONDON CALLING,Lipstick,"a muted, medium-dark purple with warm undertones and a matte finish. It had semi-opaque pigmentation in a single layer, but it could be built up to opaque coverage with a second layer. It applied fairly evenly with the applicator, as the consistency was thin, very fluid, and easy to spread across the lips. While the color dried down quite a bit initially, there was light tackiness for about twenty minutes after application. The color wore well for five and a half hours before starting to break down but faded evenly and was non-drying over time.",B+
NARS,WILD NIGHT,Lipstick,"a deep purple with warm undertones and a semi-matte finish. I waited 20 minutes for this to fully dry down before taking a photo, and there was still a slight sheen to it. It had good pigmentation, though it was shy of full coverage, that covered the lips with even color overall. There was room for improvement with respect to the application, but for this type of color, it was impressive nonetheless. The texture was lightweight, thin but not watery, and spread easily over my lips. It wore well for six and a half hours and was non-drying but absolutely transferred while eating/drinking.",A-
MAC,RUSSIAN RED,Lipstick,"a rich, medium-dark red with subtle, cool undertones and a satin finish. It had rich, opaque color payoff that applied evenly across the lips and never tugged during application. The consistency was lightweight, just creamy enough to glide on but not enough to slide around while worn. This shade lasted for over six hours, left a stain behind, and was neither drying nor hydrating.",A
MAC,VIVA GLAM I,Lipstick,"a slightly muted, medium-dark red with subtle, warm undertones and a satin finish. There’s a hint of brown to it, which gives it a slightly retro vibe. The lipstick felt smooth, lightly creamy as it glided across the lips and delivered even, opaque pigmentation in a single stroke. This shade wore well for six hours, left a faint stain behind, and was non-drying. I can still remember the first time I wore this shade, it was absolutely love–it was such a beautiful, flattering shade that made me feel so confident.",A+
MAC,COCKNEY,Lipstick,"a brighter, medium red with warmer, yellow undertones and a luminous sheen. It had a Lustre finish, so it had more translucent coverage–semi-sheer to medium pigmentation–that appeared almost stain-like. The consistency was firmer initially but melted and felt more emollient as I applied it. Not all Lustres wear well for me, but Cockney is one of the more versatile and comfortable to wear shades within that finish for me. It wore well for four and a half hours and was lightly hydrating.",A-
MAC,DUBONNET,Lipstick,"a deep red with warm, brown undertones and a cream finish. It had nearly opaque pigmentation in a single layer with a creamy, light-medium thick consistency. It covered the lips evenly and made my lips appear smoother and did not highlight my lip lines. This shade lasted for five and a half hours and was lightly hydrating.",A
PERSONA,IDENTITY,Palette,"12 eyeshadows (each is 0.04 oz.) housed in a slim, cardboard palette. The brand is newer and only has only one product (this one!) available, and it is currently out of stock but a restock is coming soon. The brand described the formula as “highly pigmented” (but then also listed “buildable coverage,” which is my favorite contradiction but the brand’s swatches show opaque coverage, so that’s what I will hold it to). It’s an excellent eyeshadow palette for someone who likes slightly muted neutrals that are semi-opaque to opaque, long-wearing (around eight hours of wear), and very blendable. The shimmery shades had a tendency to “melt” on the lid, which made them more flattering on the lid and apply more seamlessly, while the mattes were easy to use. It is a little heavy on the mid-tones, so it may not work for all skin tones; I would love to see the brand release more curated palettes like these, though.",A
DOSE OF COLORS,GOLD IS THE NEW BLACK,Highlighter,"a medium gold with warm undertones and a metallic sheen. It had nearly opaque pigmentation in a single layer and a lighter touch could get sheerer coverage if desired. The consistency was soft to the touch, almost powdery in a way, but it was also denser and more substantial without being firmly packed in the pan. I found that I had better luck applying and blending out the powder with a blush brush than a tapered highlighting brush, which did not seem dense enough for this texture. Once on the skin, the highlighter lasted for eight hours before fading.",B
HUDA BEAUTY,SHAMELESS,Lipgloss,"a rich, coppery brown with pink and copper pearl and larger sparkle. This was one of the few shades that had larger particles in it. The brand described it as having a sheer base, which I found to be true–the coverage came primarily from the amount of shimmer/sparkle rather than an actual base color. I could feel some of the sparkles occasionally, but it wasn’t rough or gritty. The gloss spread well across the lips and lasted for four hours on me. The formula felt hydrating while worn, too.",A-
HUDA BEAUTY,ANGELIC,Lipgloss,"a medium pink with subtle, warm undertones and a healthy dose of fine, gold pearl. It had medium coverage–which by the omission of indication of sheer, semi-sheer, or full coverage seemed to imply medium coverage–that covered the lips evenly. I had a bit of color that settled into my deeper lip lines but wasn’t noticeable from a normal viewing distance due to the high-shine finish. The gloss wore well for four and a half hours on me and was lightly hydrating.",A-
HUDA BEAUTY,RITZY,Lipgloss,"a light-medium peach with gold, pink, and bronze pearl. It had semi-sheer coverage, which was as described, that applied fairly evenly. There was slight settling into my deeper lip lines, but again, it wasn’t noticeable from a normal viewing distance as the finish was incredibly glossy and reflective. It stayed on well for four hours and was lightly moisturizing.",B+
KEVYN AUCOIN,ROSE GOLD,Lipgloss,"a peachy coral with warm undertones and lots of fine, gold pearl (along with pink). I was surprised that it was not more pigmented in a single layer, and while buildable to a point, it did feel a little too heavy with a second layer and was more prone to sliding around so one layer was ultimately the most comfortable. It had medium pigmentation that covered the lips fairly evenly with a high-shine finish. The texture was light-medium in weight with light tackiness and a smidgen of color that pooled in my deepest lip line. This shade lasted for four hours on me and was hydrating.",B
KEVYN AUCOIN,COPPER,Lipgloss,"a golden copper with warm, bronze undertones and multi-colored pearl (though predominantly gold). It had nearly opaque pigmentation with a smooth, creamy consistency that was light-medium in weight, lightly tacky, and comfortable to wear. The gloss spread evenly across the lips and stayed on well for four and a half hours.",A
KEVYN AUCOIN,TITANIUM,Lipgloss,"a medium-dark, taupe-brown with subtle, warm undertones and fine, multi-colored pearl. It had semi-opaque pigmentation that applied evenly across the lips as it spread well and did not feel too tacky. The texture was smooth, almost creamy going on, but it did not slide around too much. The gloss wore well for five hours and was moisturizing.",A-
BH COSMETICS,CLUB TROPICANA,Palette,"a collection of brighter pops of color in the brand’s more shimmery formula. I’ve reviewed the Original Foil Eyes and more recent Foil Eyes 2 palettes in the past, and I find that the original is the easiest to work with across the palette, but Club Tropicana was the worst/hardest to use as-is. I think if you’re someone who enjoys very shimmery, sparkly, or metallic shades and typically works with a dampened brush or an adhesive base, you’ll find this palette useful and easier to use. There were just several shades that required a dampened brush to help improve binding and adhesion (for evenness) to the lid, and for me, traditional eyeshadow primer doesn’t do much as the issue was more texture/formula than a matter of pigmentation or longevity.",B
BOBBI BROWN,TAWNY GLOW,Highlighter,"a light-medium pink with cooler undertones and warmer pink and gold shimmer along with faint gold sparkle. It had semi-opaque, buildable pigmentation that applied evenly to bare skin and blended out without trouble.",A-
J. CAT BEAUTY,SUNRISE GLOW,Highlighter,"a slightly muted, medium gold with warm, brown undertones and a sparkling finish. There were larger bits of sparkle strewn throughout the powder, which made for a rougher texture overall.",B+
NYX,ALABAMA,Lipstick,"a rich, medium-dark red with subtle, warm undertones and a semi-matte finish. It was richly pigmented with a creamy, smooth consistency that glided on without tugging on the lips and delivered even coverage. The color wore well for over six hours and left a slight stain behind, though the formula was neither drying nor hydrating over time.",A
NYX,MERLOT,Lipstick,"a medium-dark, reddish plum with subtle, warm undertones and a satin finish. It had nearly opaque pigmentation that applied evenly and smoothly across my lips. The texture was lightweight, creamy without being too emollient or slippery, and comfortable to wear. It wore well for just over five hours and was just a touch drying after four hours of wear.",A
NYX,ARIA,Lipstick,"a brighter, medium-dark magenta berry with cooler undertones and a barely-there pearl. The texture was thinner and seemed to have a lot more waxiness to it, which resulted in semi-opaque coverage and less even coverage. The lipstick stayed on well for five and a half hours but was moderately drying over time.",C+
NYX,SIREN,Lipstick,"a deep, reddened berry with subtle, cool undertones and a satin finish. The consistency was lightly creamy with some slip (more than other shades in the range), which resulted in more of a sheen for the first few hours of wear. It had semi-opaque pigmentation that applied fairly evenly, though a bit of color pulled into my lip lines over the five hours it lasted on me. The formula was slightly drying after three hours of wear.",B+
J. CAT BEAUTY,PINK GODDESS,Highlighter,"a medium, rosy copper with warm, brown undertones and flecks of larger gold sparkle over a more frosted sheen. The looser sparkle did not translate too noticeably on the skin, and after buffing and blending, it had a luminous sheen that was shy of being metallic (which also meant it did not emphasize my skin’s natural texture!).",B-
MILK MAKEUP,SILENT DISCO,Eyeshadow,"a blackened plum with warm, brown undertones and flecks of plum and pink sparkle. It had semi-opaque pigmentation, but it was hard to control the coverage and evenness on the lid except if I used a fingertip to sheer it out (but then it looked blotchy as this type of color often does at sheerer coverage levels). The larger sparkles seemed to impede the application and made the product lift from the area whenever I tried to even it out. It did not build up well, as it made the dried down texture uneven and chunky-looking. It lasted decently for nine hours but some larger pieces of product started to flake off.",D+
MILK MAKEUP,MERMAID PARADE,Eyeshadow,"a bright, medium emerald green with subtle, warmer yellow undertones and cooler, greenish-teal shimmer. When applied in a single layer, it was incredibly pigmented and appeared cooler overall, but the more I blended it out, the yellower the base looked. I was surprised that it looked decent even sheered out, as it did not appear uneven. The texture was creamy enough to spread across the lid but pigmented enough that it remained opaque until I wanted to diffuse the edges. It wore well for twelve hours and still showed no signs of creasing or fading.",A+
COLOUR POP,CANDY FLOSS,Lipstick,"a medium, peachy brown with warm, orange undertones and a semi-matte finish. It had medium to nearly opaque pigmentation–it was definitely one of the more pigmented shades in the line-up. The lipstick applied evenly and smoothly with a slightly creamier texture compared to other shades, which might have been responsible for the less matte finish as well. There was a smidgen of color that pulled into my deeper lip lines. It wore well for four hours and was non-drying.",B+
COLOUR POP,DRIP,Lipstick,"a muted, medium pink-coral with soft, warm undertones and a matte finish. It had semi-sheer to medium pigmentation that applied evenly and sat well on the lips. The consistency was smooth, almost velvety as it glided on the lips but still felt weightless and thin as it sat on the lips. It stayed on well for four hours and was non-drying.",B+
COLOUR POP,BRAIN FREEZE,Lipstick,"a medium pink with subtle, blue undertones and a matte finish. It had semi-sheer to medium pigmentation that applied fairly evenly, though the edges could have been better and I did have faint color slip into my lip lines. The texture was lightweight, thin but not clingy, and did not tug on the lips after the first second of applying (then it felt quite velvety). It wore well for three and a half hours on me and was non-drying.",B
COLOUR POP,BEE'S KNEES,Lipstick,"a medium-dark raspberry pink with subtle, cool undertones and a matte finish. It had medium pigmentation that applied evenly to lips with a smooth, velvety texture that glided on as it warmed up against the lips. This shade lasted for four and a half hours and was non-drying.",A
MAYBELLINE,ELECTRIC ORANGE,Lipstick,"a bright, medium orange with warm, red undertones and a cream finish. It had semi-opaque pigmentation that applied evenly to the lips. The lipstick was lightly creamy with moderate slip but did not slide around while worn. I did notice a subtle amount of color that had settled into my lip lines. It wore well for four and a half hours and was moisturizing over time.",B+
MAYBELLINE,ON FIRE RED,Lipstick,"a bright, medium red with cool, pink undertones and a natural sheen. The consistency was incredibly smooth, almost jelly-like as it glided on the lips and delivered even, semi-opaque color coverage that sat well on the lips. This particular shade seemed to give my lips the illusion of smoothness and plumpness. It wore well for five hours and was lightly hydrating, and there was a subtle, reddish stain left behind.",A
MAYBELLINE,BRAZEN BERRY,Lipstick,"a bright, medium-dark magenta purple with warm, pink undertones and a cream finish. It had a noticeable glossiness but did not slide around as it was slightly tacky on the lips, which helped it adhere better to the lips. It had good pigmentation, though it was not full coverage, and the color applied evenly. This shade lasted for five hours on me, left a subtle stain behind, and was hydrating.",A-
MAYBELLINE,PINK POP,Lipstick,"a light-medium pink with cool, blue undertones and a soft, pearly sheen. It had semi-opaque pigmentation that applied fairly evenly, but there was a bit of color that sunk into my deeper lip lines. The texture was lightweight, thin but not clingy, and had a fair amount of slip. The lipstick stayed on well for four hours on me and was lightly moisturizing.",B
MAYBELLINE,FUCHSIA FLASH,Lipstick,"a bright, medium fuchsia pink with cool, blue undertones and a cream finish. It had nearly opaque pigmentation that applied evenly on the lips. The lipstick was lightweight, moderately emollient, and glided on without tugging. This shade lasted for four and a half hours on me and was hydrating over time.",A-
MAYBELLINE,SHOCKING CORAL,Lipstick,"a vibrant, medium coral-red with warm undertones and a creamy finish. It was just shy of being truly full coverage, but the color applied evenly and smoothly to the lips with just a smidgen of streaking along the edges (which were not noticeable from a normal viewing distance due to the brightness of the color itself). The texture was lightweight with moderate slip, so it didn’t tug when applied directly from the tube and was comfortable to wear. The formula was hydrating over the five and a half hours the color lasted.",A-
MAYBELLINE,VIVID ROSE,Lipstick,"a bright, medium-dark fuchsia pink with cool undertones and a soft sheen. It had good pigmentation that yielded even coverage on the lips, though it took a second layer to get to full coverage. The lipstick felt smooth going on, creamy enough to glide without tugging but not slide around when worn. It lasted for five hours on me and was hydrating.",A
MILK MAKEUP,HOTEL LOBBY,Eyeshadow,"a light, champagne gold with warm undertones and a metallic sheen. The texture was creamy enough to spread easily across the lid but did not feel overly wet or slippery, so it applied with rich, opaque coverage. I felt like this shade was very, very pigmented and a little went a long way (out of all five that I tried). I had no trouble applying this on the lid with a brush, but it worked well as an all over lid color applied with fingertips. On me, the color was still going strong after twelve hours of wear.",A+
MILK MAKEUP,GIG,Eyeshadow,"a rich, coppery brown with warm undertones and a metallic sheen. It was intensely pigmented where a little went a long way. The consistency was smooth, creamy without being too wet, and it spread easily across the lid and into the crease. I could buff the edges lightly with a dense, crease brush without a lot of work. It would worked sheered out as an all-over, one-and-done kind of eye look as well. It wore well for twelve hours without creasing or fading on me.",A+
MILK MAKEUP,PEEP SHOW,Eyeshadow,"a medium, purple-taupe with silver and purple sparkle. This was the most glittery shade out of the five I tried, and the only way I could get it to work decently applied all over the lid with fingertips but it dried down and made my lids look wrinkled/very textured. It had semi-sheer coverage that lasted for nine hours without creasing but had large chunks of product/glitter drop while I wore it.",F
